frame_number,write_time_unix,sensor_timestamp_ns,dropped_since_last,total_hardware_drops
1268,1761172154.485649,29076492739000,1,345
1270,1761172154.490298,29076559371000,1,346
1271,1761172154.569872,29076592687000,0,346
1273,1761172154.827248,29076659322000,1,347
1278,1761172154.912746,29076825908000,4,351
1279,1761172154.916073,29076859221000,0,351
1281,1761172154.967246,29076925865000,1,352
1283,1761172155.109331,29076992493000,1,353
1285,1761172155.302925,29077059130000,1,354
1289,1761172155.411103,29077192410000,3,357
1294,1761172155.419733,29077358988000,4,361
1296,1761172155.527308,29077425630000,1,362
1299,1761172155.677119,29077525575000,2,364
1302,1761172155.800735,29077625526000,2,366
1304,1761172155.804886,29077692161000,1,369
1307,1761172155.890299,29077792110000,2,369
1310,1761172155.969805,29077892062000,2,371
1313,1761172156.126662,29077992014000,2,373
1315,1761172156.248003,29078058667000,1,374
1320,1761172156.368202,29078225243000,4,378
1323,1761172156.430277,29078325197000,2,380
1327,1761172156.568311,29078458465000,3,383
1329,1761172156.670692,29078525089000,1,384
1334,1761172156.720082,29078691686000,4,388
1336,1761172156.832665,29078758331000,1,389
1341,1761172156.970738,29078924897000,2,392
1338,1761172156.970896,29078824948000,1,392
1345,1761172156.981405,29079058172000,3,395
1346,1761172157.182020,29079091500000,0,395
1349,1761172157.209265,29079191441000,2,397
1352,1761172157.334171,29079291397000,2,399
1355,1761172157.339531,29079391346000,2,401
1357,1761172157.603343,29079457989000,1,402
1360,1761172157.724625,29079557929000,2,404
1365,1761172157.747415,29079724523000,4,408
1368,1761172158.051705,29079824476000,2,410
1373,1761172158.157526,29079991054000,4,414
1378,1761172158.184492,29080157656000,4,418
1381,1761172158.378698,29080257604000,2,420
1385,1761172158.398358,29080390888000,3,423
1387,1761172158.540045,29080457512000,1,424
1390,1761172158.574011,29080557459000,2,426
1393,1761172158.636233,29080657418000,2,428
1394,1761172158.644795,29080690729000,0,428
1396,1761172158.678603,29080757373000,1,429
1397,1761172158.679630,29080790687000,0,429
1398,1761172158.783593,29080824007000,0,429
1399,1761172158.840273,29080857317000,0,429
1400,1761172158.848609,29080890647000,0,429
1401,1761172159.023225,29080923945000,0,429
1403,1761172159.200512,29080990589000,1,430
1407,1761172159.370184,29081123858000,3,433
1412,1761172159.459936,29081290443000,4,437
1417,1761172159.500866,29081457077000,4,441
1420,1761172159.586009,29081556999000,2,443
1421,1761172159.663813,29081590299000,0,443
1424,1761172159.731843,29081690251000,2,445
1426,1761172159.756503,29081756895000,1,446
1428,1761172159.796938,29081823522000,1,447
1429,1761172159.803653,29081856849000,0,447
1430,1761172160.042177,29081890153000,0,447
1433,1761172160.120054,29081990102000,2,449
1437,1761172160.151922,29082123379000,3,452
1440,1761172160.184624,29082223331000,2,454
1441,1761172160.276601,29082256646000,0,454
1442,1761172160.302423,29082289961000,0,454
1445,1761172160.388891,29082389918000,2,456
1448,1761172160.416165,29082489874000,2,458
1449,1761172160.522780,29082523196000,0,458
1451,1761172160.991541,29082589824000,1,459
1452,1761172161.443202,29082623135000,0,459
1465,1761172161.617144,29083056267000,12,471
1479,1761172161.804643,29083522710000,13,484
1485,1761172162.165917,29083722610000,5,489
1490,1761172162.188621,29083889203000,4,493
1498,1761172162.261201,29084155746000,7,500
1501,1761172162.379537,29084255694000,2,502
1505,1761172162.453821,29084388960000,3,505
1508,1761172162.489285,29084488923000,2,507
1510,1761172162.599714,29084555551000,1,508
1514,1761172162.617533,29084688822000,2,510
1511,1761172162.620235,29084588865000,0,510
1515,1761172162.741218,29084722143000,0,510
1517,1761172162.819592,29084788788000,1,511
1520,1761172162.856138,29084888724000,2,513
1522,1761172163.127754,29084955363000,1,514
1526,1761172163.232264,29085088630000,3,517
1530,1761172163.293067,29085221906000,3,520
1532,1761172163.323766,29085288534000,1,521
1534,1761172163.506593,29085355169000,1,522
1537,1761172163.614255,29085455115000,2,524
1541,1761172163.649538,29085588390000,3,527
1545,1761172163.740883,29085721683000,3,530
1546,1761172163.745803,29085754970000,0,530
1547,1761172163.854697,29085788297000,0,530
1549,1761172163.898499,29085854941000,1,531
1551,1761172164.189145,29085921565000,1,532
1557,1761172164.283813,29086121469000,5,537
1561,1761172164.351219,29086254744000,3,540
1565,1761172164.456710,29086388004000,3,543
1567,1761172164.549840,29086454645000,1,544
1570,1761172164.608626,29086554597000,2,546
1573,1761172164.700394,29086654550000,2,548
1575,1761172164.747181,29086721192000,1,549
1578,1761172164.833292,29086821127000,2,551
1579,1761172164.837086,29086854454000,0,551
1582,1761172164.975197,29086954405000,2,553
1585,1761172165.078193,29087054357000,2,555
1586,1761172165.202266,29087087675000,0,555
1589,1761172165.240206,29087187627000,2,557
1592,1761172165.322198,29087287581000,2,559
1594,1761172165.345519,29087354221000,1,560
1596,1761172165.404339,29087420854000,1,561
1597,1761172165.446751,29087454172000,0,561
1599,1761172165.449857,29087520806000,1,562
1600,1761172165.452112,29087554138000,0,562
1601,1761172165.500641,29087587437000,0,562
1602,1761172165.548419,29087620767000,0,562
1603,1761172165.550427,29087654075000,0,562
1604,1761172165.674103,29087687389000,0,562
1605,1761172165.674692,29087720714000,0,562
1607,1761172165.771304,29087787343000,1,563
1609,1761172165.983480,29087853979000,1,564
1614,1761172166.033846,29088020562000,4,568
1616,1761172166.159167,29088087194000,1,569
1618,1761172166.184778,29088153848000,1,570
1621,1761172166.274450,29088253786000,2,572
1625,1761172166.298702,29088387060000,3,575
1626,1761172166.378126,29088420372000,0,575
1628,1761172166.491782,29088487001000,1,576
1629,1761172166.596732,29088520322000,0,576
1631,1761172166.608366,29088586972000,1,577
1634,1761172166.710817,29088686920000,2,579
1635,1761172166.720457,29088720241000,0,579
1638,1761172166.738071,29088820179000,2,581
1639,1761172166.797096,29088853496000,0,581
1640,1761172166.835271,29088886827000,0,581
1641,1761172166.931805,29088920164000,0,581
1644,1761172167.049126,29089020101000,2,583
1647,1761172167.124143,29089120079000,2,585
1648,1761172167.153610,29089153356000,0,585
1651,1761172167.222059,29089253308000,2,587
1653,1761172167.363420,29089319943000,1,588
1655,1761172167.369211,29089386580000,1,589
1657,1761172167.469050,29089453214000,1,590
1659,1761172167.490718,29089519851000,1,591
1661,1761172167.571795,29089586493000,1,592
1664,1761172167.683522,29089686436000,2,594
1667,1761172167.723733,29089786385000,2,596
1668,1761172167.825936,29089819718000,0,596
1669,1761172167.999183,29089853017000,0,596
1671,1761172168.141565,29089919656000,1,597
1672,1761172168.264079,29089952978000,0,597
1675,1761172168.454103,29090052935000,2,599
1681,1761172168.556218,29090252836000,5,604
1685,1761172168.616307,29090386116000,3,607
1691,1761172168.620992,29090586005000,5,612
1694,1761172168.731242,29090685958000,2,614
1695,1761172168.956416,29090719284000,0,614
1698,1761172168.984485,29090819230000,2,616
1702,1761172169.024301,29090952502000,3,619
1706,1761172169.217399,29091085773000,3,622
1708,1761172169.336551,29091152412000,1,623
1713,1761172169.440629,29091318990000,4,627
1717,1761172169.560698,29091452261000,3,630
1720,1761172169.638565,29091552208000,2,632
1723,1761172169.717616,29091652185000,2,634
1726,1761172169.826090,29091752124000,2,636
1728,1761172169.860550,29091818752000,1,637
1731,1761172169.966026,29091918713000,2,639
1732,1761172170.046001,29091952066000,0,639
1736,1761172170.058950,29092085290000,3,642
1738,1761172170.060884,29092151928000,1,643
1739,1761172170.100972,29092185244000,0,643
1740,1761172170.228481,29092218560000,0,643
1742,1761172170.313388,29092285200000,1,644
1743,1761172170.325102,29092318516000,0,644
1744,1761172170.373214,29092351834000,0,644
1746,1761172170.440482,29092418463000,1,645
1748,1761172170.470862,29092485098000,1,646
1750,1761172170.480325,29092551735000,1,647
1751,1761172170.530199,29092585051000,0,647
1752,1761172170.547159,29092618379000,0,647
1753,1761172170.552803,29092651699000,0,647
1754,1761172170.584550,29092685016000,0,647
1756,1761172170.648626,29092751647000,0,647
1755,1761172170.648673,29092718322000,0,647
1757,1761172170.672250,29092784958000,0,647
1758,1761172170.721191,29092818275000,0,647
1759,1761172170.739961,29092851592000,0,647
1760,1761172170.764083,29092884920000,0,647
1761,1761172170.842119,29092918220000,0,647
1762,1761172170.844550,29092951546000,0,647
1763,1761172170.868816,29092984864000,0,647
1764,1761172170.893202,29093018198000,0,647
1765,1761172170.939247,29093051496000,0,647
1766,1761172170.963956,29093084813000,0,647
1767,1761172170.991742,29093118140000,0,647
1768,1761172171.033219,29093151451000,0,647
1769,1761172171.072121,29093184772000,0,647
1770,1761172171.099508,29093218093000,0,647
1771,1761172171.153077,29093251403000,0,647
1772,1761172171.169055,29093284726000,0,647
1773,1761172171.201754,29093318040000,0,647
1774,1761172171.248191,29093351359000,0,647
1775,1761172171.272576,29093384674000,0,647
1776,1761172171.349351,29093417999000,0,647
1777,1761172171.370344,29093451311000,0,647
1778,1761172171.372039,29093484628000,0,647
1779,1761172171.396028,29093517953000,0,647
1780,1761172171.466141,29093551261000,0,647
1781,1761172171.468392,29093584580000,0,647
1782,1761172171.512158,29093617895000,0,647
1783,1761172171.568076,29093651216000,0,647
1784,1761172171.569997,29093684529000,0,647
1785,1761172171.605580,29093717846000,0,647
1786,1761172171.652051,29093751167000,0,647
1787,1761172171.674261,29093784489000,0,647
1788,1761172171.698653,29093817801000,0,647
1789,1761172171.752046,29093851109000,0,647
1790,1761172171.766492,29093884431000,0,647
1791,1761172171.810598,29093917759000,0,647
1792,1761172171.894862,29093951068000,0,647
1794,1761172172.011563,29094017716000,1,648
1795,1761172172.021585,29094051025000,0,648
1797,1761172172.095092,29094117655000,1,649
1798,1761172172.125383,29094150983000,0,649
1800,1761172172.146080,29094217608000,1,650
1801,1761172172.220524,29094250930000,0,650
1802,1761172172.233891,29094284238000,0,650
1803,1761172172.299889,29094317564000,0,650
1806,1761172172.348115,29094417523000,2,652
1807,1761172172.351816,29094450851000,0,652
1808,1761172172.401509,29094484153000,0,652
1809,1761172172.430674,29094517473000,0,652
1810,1761172172.452658,29094550787000,0,652
1811,1761172172.515118,29094584103000,0,652
1812,1761172172.529042,29094617415000,0,652
1813,1761172172.547945,29094650740000,0,652
1814,1761172172.623879,29094684059000,0,652
1815,1761172172.630466,29094717372000,0,652
1816,1761172172.677913,29094750693000,0,652
1817,1761172172.736595,29094784016000,0,652
1818,1761172172.738896,29094817326000,0,652
1819,1761172172.745858,29094850649000,0,652
1820,1761172172.785777,29094883963000,0,652
1821,1761172172.828329,29094917272000,0,652
1822,1761172172.855291,29094950595000,0,652
1823,1761172172.873682,29094983919000,0,652
1824,1761172172.945366,29095017221000,0,652
1825,1761172172.949638,29095050548000,0,652
1826,1761172172.985486,29095083873000,0,652
1827,1761172173.096855,29095117178000,0,652
1829,1761172173.354440,29095183816000,1,653
1833,1761172173.467952,29095317086000,3,656
1837,1761172173.517765,29095450354000,3,659
1840,1761172173.617813,29095550308000,2,661
1841,1761172173.754352,29095583625000,0,661
1843,1761172173.767092,29095650253000,1,662
1847,1761172174.028080,29095783528000,3,665
1852,1761172174.161266,29095950123000,4,669
1856,1761172174.280608,29096083386000,3,672
1859,1761172174.379817,29096183341000,2,674
1865,1761172174.410074,29096383238000,5,679
1868,1761172174.500016,29096483200000,2,681
1869,1761172174.502327,29096516510000,0,681
1870,1761172174.507398,29096549835000,0,681
1872,1761172174.508610,29096616466000,1,682
1873,1761172174.581485,29096649806000,0,682
1874,1761172174.585608,29096683102000,0,682
1875,1761172174.613180,29096716425000,0,682
1876,1761172174.673904,29096749738000,0,682
1877,1761172174.698638,29096783058000,0,682
1878,1761172174.702969,29096816368000,0,682
1879,1761172174.757712,29096849689000,0,682
1880,1761172174.796336,29096883011000,0,682
1881,1761172174.822351,29096916325000,0,682
1882,1761172174.882829,29096949645000,0,682
1883,1761172174.893673,29096982958000,0,682
1884,1761172175.001230,29097016274000,0,682
1885,1761172175.016313,29097049596000,0,682
1886,1761172175.016589,29097082914000,0,682
1887,1761172175.136045,29097116254000,0,682
1889,1761172175.141900,29097182864000,1,683
