frame_number,write_time_unix,sensor_timestamp_ns,dropped_since_last,total_hardware_drops
1799,1761172172.234457,29094258021000,0,672
1801,1761172172.236601,29094324662000,1,673
1802,1761172172.300159,29094357978000,0,673
1803,1761172172.351862,29094391290000,0,673
1805,1761172172.352476,29094457929000,1,674
1806,1761172172.400204,29094491241000,0,674
1807,1761172172.434574,29094524572000,0,674
1808,1761172172.452279,29094557883000,0,674
1809,1761172172.515503,29094591204000,0,674
1810,1761172172.531356,29094624516000,0,674
1811,1761172172.624231,29094657833000,0,674
1812,1761172172.665672,29094691152000,0,674
1813,1761172172.667108,29094724468000,0,674
1814,1761172172.743666,29094757784000,0,674
1816,1761172172.756034,29094824428000,1,675
1817,1761172172.757457,29094857736000,0,675
1818,1761172172.785866,29094891058000,0,675
1819,1761172172.829074,29094924379000,0,675
1820,1761172172.853386,29094957692000,0,675
1821,1761172172.877100,29094991010000,0,675
1822,1761172172.945156,29095024331000,0,675
1823,1761172172.957067,29095057640000,0,675
1824,1761172173.093405,29095090976000,0,675
1825,1761172173.096796,29095124277000,0,675
1826,1761172173.354228,29095157594000,0,675
1831,1761172173.468135,29095324185000,4,679
1834,1761172173.517959,29095424141000,2,681
1837,1761172173.617703,29095524093000,2,683
1838,1761172173.754543,29095557408000,0,683
1841,1761172173.766736,29095657354000,2,685
1844,1761172173.899221,29095757308000,2,687
1847,1761172174.027657,29095857260000,2,689
1850,1761172174.160038,29095957230000,2,691
1853,1761172174.263781,29096057169000,2,693
1854,1761172174.364770,29096090490000,0,693
1858,1761172174.385194,29096223751000,3,696
1862,1761172174.400382,29096357027000,3,699
1866,1761172174.500742,29096490289000,3,702
1867,1761172174.502463,29096523611000,0,702
1870,1761172174.564566,29096623558000,2,704
1871,1761172174.581324,29096656895000,0,704
1872,1761172174.586141,29096690213000,0,704
1873,1761172174.673751,29096723520000,0,704
1874,1761172174.698475,29096756832000,0,704
1875,1761172174.699252,29096790168000,0,704
1876,1761172174.754950,29096823467000,0,704
1877,1761172174.766687,29096856787000,0,704
1878,1761172174.797045,29096890105000,0,704
1879,1761172174.884444,29096923418000,0,704
1881,1761172174.903975,29096990065000,1,705
1882,1761172175.001080,29097023374000,0,705
1883,1761172175.024058,29097056689000,0,705
1885,1761172175.026099,29097123324000,1,706
1886,1761172175.136504,29097156640000,0,706
1887,1761172175.142619,29097189957000,0,706
