frame_number,write_time_unix,sensor_timestamp_ns,dropped_since_last,total_hardware_drops
1361,1761164358.308876,21280368444000,0,0
1362,1761164358.318509,21280401764000,0,0
1363,1761164358.325634,21280435085000,0,0
1364,1761164358.352405,21280468403000,0,0
1365,1761164358.399520,21280501722000,0,0
1366,1761164358.418418,21280535038000,0,0
1367,1761164358.447822,21280568359000,0,0
1368,1761164358.476076,21280601684000,0,0
1369,1761164358.511940,21280635002000,0,0
1370,1761164358.540301,21280668314000,0,0
1371,1761164358.589105,21280701631000,0,0
1372,1761164358.607191,21280734958000,0,0
1373,1761164358.637386,21280768271000,0,0
1374,1761164358.683481,21280801587000,0,0
1375,1761164358.708395,21280834909000,0,0
1376,1761164358.735645,21280868225000,0,0
1377,1761164358.777538,21280901543000,0,0
1378,1761164358.810326,21280934863000,0,0
1379,1761164358.836864,21280968181000,0,0
1380,1761164358.884721,21281001499000,0,0
1381,1761164358.908634,21281034829000,0,0
1382,1761164358.939972,21281068138000,0,0
1383,1761164358.979067,21281101458000,0,0
1384,1761164359.005289,21281134776000,0,0
1385,1761164359.035766,21281168093000,0,0
1386,1761164359.085585,21281201411000,0,0
1387,1761164359.107081,21281234732000,0,0
1388,1761164359.135674,21281268056000,0,0
1389,1761164359.183691,21281301367000,0,0
1390,1761164359.203702,21281334686000,0,0
1391,1761164359.236724,21281368011000,0,0
1392,1761164359.283449,21281401324000,0,0
1393,1761164359.303056,21281434644000,0,0
1394,1761164359.337149,21281467961000,0,0
1395,1761164359.389708,21281501279000,0,0
1396,1761164359.410745,21281534599000,0,0
1397,1761164359.434988,21281567916000,0,0
1398,1761164359.482947,21281601236000,0,0
1399,1761164359.506054,21281634555000,0,0
1400,1761164359.534927,21281667874000,0,0
1401,1761164359.588635,21281701192000,0,0
1402,1761164359.608413,21281734514000,0,0
1403,1761164359.638766,21281767829000,0,0
1404,1761164359.670858,21281801147000,0,0
1405,1761164359.708252,21281834467000,0,0
1406,1761164359.736565,21281867785000,0,0
1407,1761164359.788002,21281901103000,0,0
1408,1761164359.813787,21281934423000,0,0
1409,1761164359.846174,21281967747000,0,0
1410,1761164359.872427,21282001061000,0,0
1411,1761164359.909955,21282034379000,0,0
1412,1761164359.936785,21282067698000,0,0
1413,1761164359.968586,21282101019000,0,0
1414,1761164360.006160,21282134335000,0,0
1415,1761164360.035227,21282167655000,0,0
1416,1761164360.069486,21282200971000,0,0
1417,1761164360.105731,21282234291000,0,0
1418,1761164360.136083,21282267611000,0,0
1419,1761164360.172184,21282300927000,0,0
1420,1761164360.207119,21282334247000,0,0
1421,1761164360.237207,21282367568000,0,0
1422,1761164360.268873,21282400884000,0,0
1423,1761164360.307186,21282434203000,0,0
1424,1761164360.334484,21282467523000,0,0
1425,1761164360.368983,21282500841000,0,0
1426,1761164360.405320,21282534159000,0,0
1427,1761164360.434685,21282567478000,0,0
1428,1761164360.471035,21282600795000,0,0
1429,1761164360.509531,21282634115000,0,0
1430,1761164360.535616,21282667438000,0,0
1431,1761164360.569749,21282700753000,0,0
1432,1761164360.606893,21282734070000,0,0
1433,1761164360.637134,21282767393000,0,0
1434,1761164360.667882,21282800708000,0,0
1435,1761164360.705377,21282834027000,0,0
1436,1761164360.741920,21282867346000,0,0
1437,1761164360.775230,21282900664000,0,0
1438,1761164360.813796,21282933984000,0,0
1439,1761164360.839810,21282967303000,0,0
1440,1761164360.874378,21283000621000,0,0
1441,1761164360.908137,21283033939000,0,0
1442,1761164360.936550,21283067263000,0,0
1443,1761164360.968923,21283100577000,0,0
1444,1761164361.007155,21283133896000,0,0
1445,1761164361.039188,21283167217000,0,0
1446,1761164361.069891,21283200532000,0,0
1447,1761164361.112092,21283233850000,0,0
1448,1761164361.136313,21283267173000,0,0
1449,1761164361.172178,21283300488000,0,0
1450,1761164361.205886,21283333807000,0,0
1451,1761164361.239485,21283367126000,0,0
1452,1761164361.269430,21283400445000,0,0
1453,1761164361.305494,21283433762000,0,0
1454,1761164361.340550,21283467082000,0,0
1455,1761164361.371367,21283500401000,0,0
1456,1761164361.405747,21283533719000,0,0
1457,1761164361.439946,21283567038000,0,0
1458,1761164361.471069,21283600357000,0,0
1459,1761164361.511383,21283633675000,0,0
1460,1761164361.542085,21283666998000,0,0
1461,1761164361.569560,21283700313000,0,0
1462,1761164361.611773,21283733633000,0,0
1463,1761164361.636304,21283766952000,0,0
1464,1761164361.667772,21283800268000,0,0
1465,1761164361.710544,21283833586000,0,0
1466,1761164361.741256,21283866912000,0,0
1467,1761164361.769539,21283900226000,0,0
1468,1761164361.818426,21283933542000,0,0
1469,1761164361.841772,21283966862000,0,0
1470,1761164361.872049,21284000181000,0,0
1471,1761164361.913220,21284033500000,0,0
1472,1761164361.936011,21284066818000,0,0
1473,1761164361.968669,21284100137000,0,0
1474,1761164362.023262,21284133455000,0,0
1475,1761164362.039074,21284166790000,0,0
1476,1761164362.069818,21284200093000,0,0
1477,1761164362.113935,21284233413000,0,0
