timestamp,x,y,worn
1758834297.2681813,903.1329345703125,674.7086791992188,0
1758834297.2881813,891.4418334960938,670.1004638671875,0
1758834297.3381813,897.832275390625,683.8343505859375,0
1758834297.3731923,904.9658813476562,675.4336547851562,0
1758834297.3983035,891.8189086914062,648.8683471679688,0
1758834297.4340487,901.3402099609375,650.485595703125,0
1758834297.4690487,889.7318115234375,653.9457397460938,0
1758834297.5040488,904.6729736328125,653.7529907226562,0
1758834297.539171,892.11376953125,650.8598022460938,0
1758834297.574171,893.441162109375,653.3047485351562,0
1758834297.6543043,906.5516357421875,669.7511596679688,0
1758834297.6943042,919.4087524414062,655.58056640625,0
1758834297.7243042,938.6336669921875,659.1537475585938,0
1758834297.7743044,887.4612426757812,646.1806640625,0
1758834297.7994375,932.6973876953125,679.8607788085938,0
1758834297.8244264,879.9981689453125,658.679443359375,0
1758834297.8494265,882.0565795898438,654.9292602539062,0
1758834297.8944266,874.1650390625,684.5055541992188,0
1758834297.9245486,885.0848388671875,663.72607421875,0
1758834297.9445488,942.7687377929688,699.0657348632812,0
1758834297.9745598,924.929931640625,679.27392578125,0
1758834297.9945488,893.7697143554688,660.6492309570312,0
1758834298.0245488,855.2203369140625,624.3115234375,0
1758834298.064682,853.6104736328125,655.3297729492188,0
1758834298.099671,876.0194702148438,663.9255981445312,0
1758834298.124671,897.51123046875,671.6900634765625,0
1758834298.159671,897.3568115234375,686.4798583984375,0
1758834298.1848042,882.0442504882812,644.6954345703125,0
1758834298.2298043,871.4924926757812,680.7626342773438,0
1758834298.2648044,885.8478393554688,652.7221069335938,0
1758834298.2998042,910.6050415039062,627.579345703125,0
1758834298.3299265,886.123291015625,626.9083862304688,0
1758834298.3549266,909.4063720703125,682.8674926757812,0
1758834298.3899264,909.3401489257812,647.3995361328125,0
1758834298.4249265,889.7700805664062,672.8594360351562,0
1758834298.4650488,879.4857177734375,655.9094848632812,0
1758834298.4950597,881.5505981445312,651.9017333984375,0
1758834298.52506,913.84326171875,660.7415161132812,0
