timestamp,x,y,worn
1758757940.1963573,921.9619140625,680.6984252929688,1
1758757940.2263463,919.8671875,686.1857299804688,1
1758757940.2664795,924.785888671875,686.6609497070312,1
1758757940.2914796,919.8828735351562,687.0946655273438,1
1758757940.3314795,923.5291748046875,682.4471435546875,1
1758757940.3464797,923.5948486328125,687.2598266601562,1
1758757940.3614795,924.757080078125,687.3458251953125,1
1758757940.4016018,921.0607299804688,680.9193115234375,1
1758757940.426602,919.3475341796875,679.7789306640625,1
1758757940.4666018,915.4901733398438,673.171630859375,1
1758757940.4966018,913.3265380859375,675.1749877929688,1
1758757940.5266018,916.604736328125,672.7711181640625,1
1758757940.596724,923.3157348632812,671.6786499023438,1
1758757940.641724,920.298095703125,674.0192260742188,1
1758757940.6718686,916.8287353515625,677.8818359375,1
1758757940.6968575,917.27099609375,673.4740600585938,1
1758757940.7118573,916.8633422851562,674.8359375,1
1758757940.7418573,919.2344970703125,673.9652099609375,1
1758757940.7668684,920.4146728515625,673.3468627929688,1
1758757940.7968574,922.1614379882812,675.8366088867188,1
1758757940.8319795,915.784912109375,670.8001098632812,1
1758757940.8669796,916.696044921875,672.0799560546875,1
1758757940.9019797,916.52099609375,671.6971435546875,1
1758757940.9269795,816.888671875,641.9449462890625,1
1758757940.9621017,747.1461791992188,608.9732666015625,1
1758757940.997124,744.6654663085938,614.1403198242188,1
1758757941.0271018,748.8936767578125,613.4229736328125,1
1758757941.072235,750.7125854492188,606.8759155273438,1
1758757941.1072352,751.4727783203125,609.9829711914062,1
1758757941.1372461,745.1573486328125,607.9332275390625,1
1758757941.1772351,747.7838745117188,612.1851196289062,1
1758757941.2073574,784.1998901367188,645.3790893554688,1
1758757941.2423573,785.598876953125,641.847900390625,1
1758757941.2773573,787.250732421875,640.951171875,1
1758757941.3023574,782.972412109375,641.4093017578125,1
1758757941.3273573,785.2664794921875,642.958984375,1
1758757941.3624797,772.8568725585938,626.0569458007812,1
1758757941.3974795,773.56884765625,623.417236328125,1
1758757941.4324796,770.427490234375,623.1228637695312,1
1758757941.4674795,771.7409057617188,625.5277099609375,1
1758757941.5026128,777.0377197265625,623.9337158203125,1
1758757941.527613,777.4530029296875,623.5554809570312,1
1758757941.567613,773.2925415039062,623.8045654296875,1
1758757941.5976129,774.8573608398438,625.6421508789062,1
1758757941.6327462,773.4379272460938,625.4110717773438,1
1758757941.6627352,774.411376953125,628.860107421875,1
1758757941.697735,777.0360717773438,632.6513671875,1
1758757941.7327352,778.62548828125,628.1446533203125,1
1758757941.7628684,777.8837890625,623.7640991210938,1
1758757941.7978685,776.7620849609375,626.2161254882812,1
1758757941.8328574,781.804931640625,628.05078125,1
1758757941.8628573,785.7140502929688,631.1570434570312,1
1758757941.9029906,777.6207275390625,624.7186889648438,1
1758757941.9279907,780.9912109375,625.1356811523438,1
1758757941.9679906,783.833251953125,625.2601318359375,1
1758757941.9979906,781.4478759765625,629.98583984375,1
1758757942.033113,778.5379638671875,624.1887817382812,1
1758757942.063113,779.3485107421875,625.02978515625,1
1758757942.093113,779.4181518554688,620.1851806640625,1
1758757942.128113,779.2319946289062,623.1524658203125,1
1758757942.1632352,815.4384155273438,626.8923950195312,1
1758757942.198235,864.872314453125,675.0874633789062,1
1758757942.2332463,883.1040649414062,649.4175415039062,1
1758757942.2782352,871.718994140625,659.6466674804688,1
1758757942.3033686,869.5220947265625,680.9255981445312,1
1758757942.3483684,864.6576538085938,684.086669921875,1
1758757942.3833685,854.6378173828125,687.64697265625,1
1758757942.4334908,847.4940185546875,675.6416625976562,1
1758757942.4934907,853.6091918945312,669.7848510742188,1
1758757942.5484908,855.1751708984375,666.6245727539062,1
1758757942.583613,863.034423828125,669.6573486328125,1
1758757942.638613,791.9276733398438,631.8103637695312,1
1758757942.693624,776.435791015625,636.7788696289062,1
1758757942.7237463,774.6151733398438,631.3209838867188,1
1758757942.7537463,773.5509643554688,635.8150024414062,1
1758757942.7787464,775.5584106445312,633.3497314453125,1
1758757942.7987463,773.8724975585938,629.4989013671875,1
1758757942.8338685,776.956787109375,630.8302612304688,1
1758757942.8738685,793.6050415039062,643.9730224609375,1
1758757942.8988686,787.079833984375,645.8197021484375,1
1758757942.9288685,793.1326904296875,636.0497436523438,1
1758757942.9488685,791.5152587890625,637.3681640625,1
1758757942.9789908,788.3701171875,640.742919921875,1
